quote_id,product,product_model,kw,qty,current_gmr_pct,recommended_gmr_pct,delta_gmr_pct_point,unit_price,recommended_unit_price,delta_unit_price,subtotal_price,recommended_subtotal_price,delta_subtotal_price,estimated_cost,estimated_gross_profit,recommended_estimated_gross_profit,current_predicted_win_probability_pct,recommended_predicted_win_probability_pct,delta_predicted_win_probability_pct_point,current_expected_profit,recommended_expected_profit,delta_expected_profit,avg_competitor_price,price_gap_avg_competitor_pct,recommended_price_gap_avg_competitor_pct,convert_to_order,success,row_id,gross_margin_rate,energy_grant_amount,current_predicted_win_probability,recommended_gmr,recommended_predicted_win_probability,higher_than_avg_competitor,is_lower_than_competitor,recommendation_objective,min_win_prob_constraint,used_fallback_because_no_candidate_met_min_win_prob,delta_gmr,delta_predicted_win_probability
Q-20935,Q,Q,7.5,1,10.44,30.0,19.56,166400.0,212896.91428571436,46496.91428571436,166400.0,212896.91428571433,46496.91428571433,149027.84000000003,17372.15999999998,63869.0742857143,12.12,72.64,60.52,2105.134241330127,46392.17278492357,44287.038543593444,130000.0,28.000000000000004,63.766857142857205,1,0,2398,0.1043999999999999,45000,0.12117861229289445,0.3,0.7263636322234935,1,0,expected_profit,0.0,False,0.1956000000000001,0.605185019930599
Q-20948,W,W,11.0,1,19.71,40.0,20.29,185600.0,248363.73333333334,62763.73333333334,185600.0,248363.73333333334,62763.73333333334,149018.24,36581.76,99345.49333333335,3.8,60.24,56.44,1391.034810440054,59847.84589365075,58456.8110832107,,,,1,0,2399,0.1971,66000,0.03802536593209441,0.4,0.6024213468128204,0,0,expected_profit,0.0,False,0.20290000000000002,0.5643959808807261
Q-20950,H1,H1,37.0,1,44.2,55.0,10.8,361584.0,448364.16,86780.15999999997,361584.0,448364.16000000003,86780.16000000003,201763.872,159820.128,246600.28800000003,9.49,98.24,88.75,15161.79379440489,242252.4558113535,227090.6620169486,360000.0,0.44,24.545599999999993,1,0,2400,0.442,222000,0.09486786166511449,0.55,0.9823689087149544,1,0,expected_profit,0.0,False,0.10800000000000004,0.8875010470498399
Q-20959,H1,H1,37.0,1,65.41,60.0,-5.41,355752.0,307636.54199999996,-48115.45800000004,355752.0,307636.54199999996,-48115.45800000004,123054.61679999999,232697.3832,184581.92519999997,0.77,99.55,98.78,1787.2234876926332,183747.05092699602,181959.8274393034,360000.0,-1.18,-14.545405000000011,1,0,2401,0.6541,222000,0.007680462337458005,0.6,0.9954769446027864,0,1,expected_profit,0.0,False,-0.05410000000000004,0.9877964822653283
Q-20966,M1,Other,55.0,2,-0.26,35.0,35.26,689969.14,1064250.8611753846,374281.7211753846,1379938.28,2128501.722350769,748563.4423507692,1383526.119528,-3587.839528,744975.6028227692,97.05,61.05,-36.0,-3482.14903714378,454823.9458544652,458306.094891609,620000.0,11.285345161290325,71.65336470570719,0,1,2402,-0.0026,181500,0.9705420239585977,0.35,0.610521934048716,1,0,expected_profit,0.0,False,0.35259999999999997,-0.36002008990988166
Q-20968,Q,Q,7.5,1,13.16,30.0,16.84,171600.0,212882.05714285717,41282.05714285717,171600.0,212882.05714285717,41282.05714285717,149017.44,22582.559999999998,63864.61714285715,66.68,81.09,14.41,15058.263853232975,51786.412603812176,36728.1487505792,130000.0,32.0,63.755428571428595,0,1,2403,0.1316,45000,0.6668094252039174,0.3,0.81087799349008,1,0,expected_profit,0.0,False,0.1684,0.14406856828616266
Q-20999,N1,N1,75.0,1,33.25,50.0,16.75,668160.0,891993.6,223833.59999999998,668160.0,891993.6,223833.59999999998,445996.8,222163.2,445996.8,23.93,81.1,57.18,53153.43234178845,361723.0133889531,308569.5810471647,830000.0,-19.49879518072289,7.469108433734937,0,1,2404,0.3325,375000,0.23925399139816336,0.5,0.8110439657615326,1,0,expected_profit,0.0,False,0.16749999999999998,0.5717899743633692
Q-21000,J1,J1,55.0,1,24.46,40.0,15.54,610220.0,768266.98,158046.97999999998,610220.0,768266.98,158046.97999999998,460960.18799999997,149259.812,307306.792,70.17,61.09,-9.08,104732.14212420555,187730.49124125243,82998.34911704688,620000.0,-1.5774193548387099,23.91402903225806,0,1,2405,0.2446,181500,0.7016767656400743,0.4,0.6108894958665685,1,0,expected_profit,0.0,False,0.1554,-0.09078726977350582
Q-21002,K,K,37.0,1,-0.16,35.0,35.16,303505.0,467677.85846153845,164172.85846153845,303505.0,467677.85846153845,164172.85846153845,303990.608,-485.608,163687.25046153844,89.59,53.14,-36.45,-435.0473652401256,86976.06742252597,87411.1147877661,,,,0,1,2406,-0.0016,190920,0.8958817919806213,0.35,0.5313551738286588,0,0,expected_profit,0.0,False,0.35159999999999997,-0.3645266181519625
Q-21014,I1,I1,22.0,1,40.48,50.0,9.52,269568.0,320893.7472,51325.74719999998,269568.0,320893.7472,51325.74719999998,160446.8736,109121.1264,160446.8736,0.99,55.71,54.72,1081.990978332076,89382.76375192474,88300.77277359266,240000.0,12.32,33.70572799999999,1,0,2407,0.4048,132000,0.009915504119393658,0.5,0.5570863535475256,1,0,expected_profit,0.0,False,0.0952,0.5471708494281319
Q-21016,W,W,11.0,2,12.75,25.0,12.25,170810.0,198708.96666666667,27898.966666666674,341620.0,397417.93333333335,55797.93333333335,298063.45,43556.55,99354.48333333334,89.86,59.0,-30.85,39138.41717384753,58623.84826202337,19485.431088175843,,,,0,1,2408,0.1275,66000,0.8985655928637031,0.25,0.5900473365186846,0,0,expected_profit,0.0,False,0.1225,-0.3085182563450185
Q-21021,W,W,11.0,1,49.83,20.0,-29.83,185600.0,116394.40000000002,-69205.59999999998,185600.0,116394.40000000002,-69205.59999999998,93115.52000000002,92484.47999999998,23278.880000000005,4.19,92.31,88.12,3876.6084548607755,21489.088971043846,17612.48051618307,,,,1,0,2409,0.4982999999999999,66000,0.04191631347076587,0.2,0.923115243132137,0,0,expected_profit,0.0,False,-0.2982999999999999,0.8811989296613711
Q-21025,I1,I1,22.0,1,38.18,50.0,11.82,261144.0,322878.4416,61734.44160000002,261144.0,322878.4416,61734.44160000002,161439.2208,99704.77919999999,161439.2208,2.16,65.54,63.37,2157.2798547702223,105800.79183337926,103643.51197860904,240000.0,8.81,34.53268400000001,1,0,2410,0.3818,132000,0.021636674511287843,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.11820000000000003,0.6337232269370179
Q-21031,Q,Q,7.5,1,42.68,30.0,-12.68,260000.0,212902.85714285716,-47097.14285714284,260000.0,212902.85714285716,-47097.14285714284,149032.0,110968.0,63870.857142857145,0.19,76.38,76.2,208.48649575797037,48786.69359626085,48578.20710050288,130000.0,100.0,63.77142857142858,1,0,2411,0.4268,45000,0.0018787983541018165,0.3,0.7638333941118371,1,0,expected_profit,0.0,False,-0.12680000000000002,0.7619545957577354
Q-21075,N1,N1,75.0,1,34.28,50.0,15.72,678600.0,891951.84,213351.83999999997,678600.0,891951.8400000001,213351.84000000008,445975.92000000004,232624.08,445975.92000000004,5.28,84.45,79.17,12284.056079292306,376636.3439944218,364352.2879151295,830000.0,-18.24096385542169,7.464077108433731,1,0,2412,0.3428,375000,0.052806468183742225,0.5,0.8445217042086528,1,0,expected_profit,0.0,False,0.1572,0.7917152360249106
Q-21087,A1,A1,15.0,1,29.02,40.0,10.98,225990.0,267346.17,41356.169999999984,225990.0,267346.17,41356.169999999984,160407.702,65582.29800000001,106938.468,21.66,88.23,66.57,14206.905313697202,94354.84047682515,80147.93516312794,170000.0,32.935294117647054,57.262452941176456,1,0,2413,0.2902,90000,0.21662713486644214,0.4,0.8823283355511055,1,0,expected_profit,0.0,False,0.10980000000000001,0.6657012006846633
Q-21088,A1,A1,15.0,1,32.3,40.0,7.7,236925.0,267330.37500000006,30405.37500000006,236925.0,267330.37500000006,30405.37500000006,160398.22500000003,76526.77499999998,106932.15000000002,9.1,87.47,78.38,6960.209713960868,93534.85579143111,86574.64607747024,170000.0,39.36764705882353,57.253161764705915,0,1,2414,0.3229999999999999,90000,0.09095130056063214,0.4,0.8747121963921148,1,0,expected_profit,0.0,False,0.07700000000000012,0.7837608958314827
Q-21099,N1,N1,75.0,1,10.42,50.0,39.58,500076.0,895936.1616,395860.1616,500076.0,895936.1616,395860.1616,447968.0808,52107.919200000004,447968.0808,99.97,87.86,-12.11,52093.88685086649,393578.3918776051,341484.5050267386,830000.0,-39.74987951807229,7.944115855421686,0,1,2415,0.1042,375000,0.9997307060164952,0.5,0.8785857938242754,1,0,expected_profit,0.0,False,0.3958,-0.12114491219221979
Q-21102,N1,N1,75.0,1,10.42,50.0,39.58,500076.0,895936.1616,395860.1616,500076.0,895936.1616,395860.1616,447968.0808,52107.919200000004,447968.0808,99.97,87.86,-12.11,52093.88685086649,393578.3918776051,341484.5050267386,830000.0,-39.74987951807229,7.944115855421686,0,1,2416,0.1042,375000,0.9997307060164952,0.5,0.8785857938242754,1,0,expected_profit,0.0,False,0.3958,-0.12114491219221979
Q-21114,N,Other,75.0,1,20.44,45.0,24.56,641280.0,927640.6690909091,286360.66909090907,641280.0,927640.6690909091,286360.66909090907,510202.368,131077.632,417438.3010909091,73.56,57.93,-15.63,96418.02294144576,241817.14149410793,145399.11855266217,,,,0,1,2417,0.2044,322500,0.735579530010473,0.45,0.5792883424021155,0,0,expected_profit,0.0,False,0.2456,-0.15629118760835758
Q-21130,N1,N1,75.0,1,31.89,50.0,18.11,657720.0,895946.1839999999,238226.1839999999,657720.0,895946.1839999999,238226.1839999999,447973.09199999995,209746.90800000002,447973.09199999995,10.87,87.86,76.99,22801.225312783707,393582.79464673507,370781.56933395134,830000.0,-20.756626506024094,7.945323373493964,1,0,2418,0.3189,375000,0.10870827861159081,0.5,0.8785857938242754,1,0,expected_profit,0.0,False,0.18109999999999998,0.7698775152126845
Q-21134,N1,N1,75.0,1,32.19,50.0,17.81,657720.0,891999.8640000001,234279.86400000006,657720.0,891999.8640000001,234279.86400000006,445999.93200000003,211720.06799999994,445999.93200000003,21.29,76.55,55.25,45085.192965162794,341399.8346489467,296314.6416837839,830000.0,-20.756626506024094,7.4698631325301275,1,0,2419,0.3218999999999999,375000,0.21294718725086942,0.5,0.7654705979841869,1,0,expected_profit,0.0,False,0.1781000000000001,0.5525234107333175
Q-21136,H1,H1,37.0,1,45.09,55.0,9.91,367416.0,448329.16800000006,80913.16800000006,367416.0,448329.16800000006,80913.16800000006,201748.1256,165667.8744,246581.04240000006,4.04,98.34,94.3,6693.987342775866,242487.73593650808,235793.74859373222,360000.0,2.06,24.535880000000017,1,0,2420,0.4509,222000,0.04040606766411114,0.55,0.9833997519693672,1,0,expected_profit,0.0,False,0.09910000000000002,0.9429936843052561
Q-21137,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2421,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21138,K,K,37.0,1,6.1,35.0,28.9,318150.0,459604.38461538457,141454.38461538457,318150.0,459604.38461538457,141454.38461538457,298742.85,19407.149999999998,160861.5346153846,4.91,54.28,49.38,952.1003902485918,87321.4036236612,86369.3032334126,,,,1,0,2422,0.061,190920,0.04905925858503654,0.35,0.5428358235699058,0,0,expected_profit,0.0,False,0.289,0.4937765649848692
Q-21147,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2423,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21149,Q,Q,7.5,1,42.68,30.0,-12.68,260000.0,212902.85714285716,-47097.14285714284,260000.0,212902.85714285716,-47097.14285714284,149032.0,110968.0,63870.857142857145,0.19,76.38,76.2,208.48649575797037,48786.69359626085,48578.20710050288,130000.0,100.0,63.77142857142858,1,0,2424,0.4268,45000,0.0018787983541018165,0.3,0.7638333941118371,1,0,expected_profit,0.0,False,-0.12680000000000002,0.7619545957577354
Q-21151,B,Other,11.0,1,17.55,20.0,2.45,110880.0,114275.69999999998,3395.6999999999825,110880.0,114275.7,3395.699999999997,91420.56,19459.44,22855.14,24.91,83.21,58.3,4847.529973186298,19017.99379696,14170.463823773702,,,,1,0,2425,0.1755,56760,0.24910942828705748,0.2,0.8321101422682163,0,0,expected_profit,0.0,False,0.024500000000000022,0.5830007139811588
Q-21152,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2426,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21155,I1,I1,22.0,1,39.16,50.0,10.84,265356.0,322885.1808000001,57529.18080000009,265356.0,322885.1808000001,57529.18080000009,161442.59040000004,103913.40959999997,161442.59040000004,0.62,65.54,64.92,639.5201153410246,105803.00013410322,105163.48001876219,240000.0,10.565,34.53549200000004,1,0,2427,0.3915999999999999,132000,0.0061543559950805885,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.10840000000000011,0.6492055454532251
Q-21165,H1,H1,37.0,2,52.73,60.0,7.27,448000.0,529424.0,81424.0,896000.0,1058848.0,162848.0,423539.2,472460.8,635308.7999999999,96.49,95.69,-0.8,455867.50292322313,607911.368148658,152043.86522543483,360000.0,24.444444444444443,47.062222222222225,0,1,2428,0.5273,222000,0.9648789972061664,0.6,0.9568754094837945,1,0,expected_profit,0.0,False,0.07269999999999999,-0.008003587722371974
Q-21166,J1,J1,55.0,1,20.49,40.0,19.51,572668.0,758880.5446666668,186212.54466666677,572668.0,758880.5446666668,186212.54466666677,455328.32680000004,117339.67319999993,303552.21786666673,57.15,47.33,-9.82,67055.10553649081,143657.70087454657,76602.59533805576,620000.0,-7.634193548387097,22.400087849462384,0,1,2429,0.2048999999999999,181500,0.5714614989782574,0.4,0.4732553162818506,1,0,expected_profit,0.0,False,0.19510000000000013,-0.0982061826964068
Q-21198,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2430,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21201,H1,H1,37.0,1,45.09,55.0,9.91,367416.0,448329.16800000006,80913.16800000006,367416.0,448329.16800000006,80913.16800000006,201748.1256,165667.8744,246581.04240000006,4.04,98.34,94.3,6693.987342775866,242487.73593650808,235793.74859373222,360000.0,2.06,24.535880000000017,1,0,2431,0.4509,222000,0.04040606766411114,0.55,0.9833997519693672,1,0,expected_profit,0.0,False,0.09910000000000002,0.9429936843052561
Q-21203,H1,H1,37.0,1,45.09,55.0,9.91,367416.0,448329.16800000006,80913.16800000006,367416.0,448329.16800000006,80913.16800000006,201748.1256,165667.8744,246581.04240000006,4.04,98.34,94.3,6693.987342775866,242487.73593650808,235793.74859373222,360000.0,2.06,24.535880000000017,1,0,2432,0.4509,222000,0.04040606766411114,0.55,0.9833997519693672,1,0,expected_profit,0.0,False,0.09910000000000002,0.9429936843052561
Q-21205,I1,I1,22.0,1,39.16,50.0,10.84,265356.0,322885.1808000001,57529.18080000009,265356.0,322885.1808000001,57529.18080000009,161442.59040000004,103913.40959999997,161442.59040000004,0.62,65.54,64.92,639.5201153410246,105803.00013410322,105163.48001876219,240000.0,10.565,34.53549200000004,1,0,2433,0.3915999999999999,132000,0.0061543559950805885,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.10840000000000011,0.6492055454532251
Q-21206,A1,A1,15.0,1,30.15,40.0,9.85,229635.0,267333.4125,37698.41249999998,229635.0,267333.4125,37698.41249999998,160400.0475,69234.9525,106933.36499999999,15.49,87.47,71.98,10723.222544262811,93535.9185667497,82812.69602248688,170000.0,35.07941176470588,57.254948529411756,1,0,2434,0.3015,90000,0.15488163358330911,0.4,0.8747121963921148,1,0,expected_profit,0.0,False,0.09850000000000003,0.7198305628088058
Q-21209,Q,Q,7.5,1,9.02,30.0,20.98,163800.0,212893.2,49093.20000000001,163800.0,212893.2,49093.20000000001,149025.24,14774.76,63867.96,11.1,72.64,61.54,1640.0288221047665,46391.363408304795,44751.33458620003,130000.0,26.0,63.76400000000001,1,0,2435,0.0902,45000,0.11100206176646975,0.3,0.7263636322234935,1,0,expected_profit,0.0,False,0.2098,0.6153615704570238
Q-21210,H1,H1,37.0,1,45.09,55.0,9.91,367416.0,448329.16800000006,80913.16800000006,367416.0,448329.16800000006,80913.16800000006,201748.1256,165667.8744,246581.04240000006,4.04,98.34,94.3,6693.987342775866,242487.73593650808,235793.74859373222,360000.0,2.06,24.535880000000017,1,0,2436,0.4509,222000,0.04040606766411114,0.55,0.9833997519693672,1,0,expected_profit,0.0,False,0.09910000000000002,0.9429936843052561
Q-21211,W,W,11.0,1,20.37,40.0,19.63,182700.0,242473.35000000003,59773.350000000035,182700.0,242473.35000000003,59773.350000000035,145484.01,37215.99,96989.34000000003,4.86,86.33,81.46,1809.4950416727027,83726.48007783183,81916.98503615912,,,,1,0,2437,0.2037,66000,0.048621440452684524,0.4,0.8632544574262677,0,0,expected_profit,0.0,False,0.19630000000000003,0.8146330169735831
Q-21212,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2438,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21213,W,W,11.0,1,48.61,40.0,-8.61,290000.0,248385.0,-41615.0,290000.0,248385.0,-41615.0,149031.0,140969.0,99354.0,0.31,43.5,43.19,434.6615068495662,43218.720944001536,42784.05943715197,,,,1,0,2439,0.4861,66000,0.0030833836293764315,0.4,0.4349972919459864,0,0,expected_profit,0.0,False,-0.08609999999999995,0.43191390831661
Q-21214,H1,H1,37.0,1,45.09,55.0,9.91,367416.0,448329.16800000006,80913.16800000006,367416.0,448329.16800000006,80913.16800000006,201748.1256,165667.8744,246581.04240000006,4.04,98.34,94.3,6693.987342775866,242487.73593650808,235793.74859373222,360000.0,2.06,24.535880000000017,1,0,2440,0.4509,222000,0.04040606766411114,0.55,0.9833997519693672,1,0,expected_profit,0.0,False,0.09910000000000002,0.9429936843052561
Q-21217,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2441,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21219,Q,Q,7.5,1,9.02,30.0,20.98,163800.0,212893.2,49093.20000000001,163800.0,212893.2,49093.20000000001,149025.24,14774.76,63867.96,11.1,72.64,61.54,1640.0288221047665,46391.363408304795,44751.33458620003,130000.0,26.0,63.76400000000001,1,0,2442,0.0902,45000,0.11100206176646975,0.3,0.7263636322234935,1,0,expected_profit,0.0,False,0.2098,0.6153615704570238
Q-21220,W,W,11.0,1,18.43,40.0,21.57,182700.0,248380.65000000002,65680.65000000002,182700.0,248380.65000000002,65680.65000000002,149028.39,33671.61,99352.26000000001,1.16,43.17,42.02,389.61791596094446,42894.95910929688,42505.34119333593,,,,1,0,2443,0.1843,66000,0.01157111037936542,0.4,0.43174618382407076,0,0,expected_profit,0.0,False,0.21570000000000003,0.42017507344470534
Q-21228,N1,N1,75.0,1,32.96,50.0,17.04,665236.8,891949.50144,226712.70143999998,665236.8,891949.50144,226712.70143999998,445974.75072,219262.04928,445974.75072,77.21,84.45,7.24,169295.23813630347,376635.3565120835,207340.11837578003,830000.0,-19.850987951807223,7.46379535421687,0,1,2444,0.3296,375000,0.7721137273514744,0.5,0.8445217042086528,1,0,expected_profit,0.0,False,0.1704,0.07240797685717837
Q-21231,Q,Q,7.5,1,13.24,35.0,21.76,166400.0,222105.59999999998,55705.59999999998,166400.0,222105.6,55705.600000000006,144368.64,22031.359999999997,77736.95999999999,1.85,65.18,63.32,408.65264075894316,50666.39020333426,50257.73756257532,130000.0,28.000000000000004,70.85046153846152,1,0,2445,0.1324,45000,0.018548679734657472,0.35,0.6517670642553332,1,0,expected_profit,0.0,False,0.2176,0.6332183845206757
Q-21236,A1,A1,15.0,1,32.15,45.0,12.85,233280.0,287782.69090909086,54502.69090909086,233280.0,287782.69090909086,54502.69090909086,158280.47999999998,74999.52,129502.21090909089,2.09,70.29,68.19,1569.1848614794221,91020.94184868781,89451.75698720838,170000.0,37.22352941176471,69.28393582887698,1,0,2446,0.3215,90000,0.020922598724357463,0.45,0.7028524162617077,1,0,expected_profit,0.0,False,0.1285,0.6819298175373503
Q-21245,A1,A1,15.0,1,31.24,40.0,8.76,233280.0,267338.88,34058.880000000005,233280.0,267338.88,34058.880000000005,160403.32799999998,72876.672,106935.55200000001,5.61,88.23,82.62,4089.4148699237717,94352.2676073987,90262.85273747492,170000.0,37.22352941176471,57.25816470588235,0,1,2447,0.3124,90000,0.05611418246326851,0.4,0.8823283355511055,1,0,expected_profit,0.0,False,0.08760000000000001,0.826214153087837
Q-21254,W,W,11.0,1,19.71,40.0,20.29,185600.0,248363.73333333334,62763.73333333334,185600.0,248363.73333333334,62763.73333333334,149018.24,36581.76,99345.49333333335,3.8,60.24,56.44,1391.034810440054,59847.84589365075,58456.8110832107,,,,1,0,2448,0.1971,66000,0.03802536593209441,0.4,0.6024213468128204,0,0,expected_profit,0.0,False,0.20290000000000002,0.5643959808807261
Q-21261,H1,H1,37.0,1,45.95,55.0,9.05,373248.0,448312.32000000007,75064.32000000007,373248.0,448312.32,75064.32,201740.544,171507.456,246571.776,5.66,98.16,92.49,9714.187893908593,242026.09669206064,232311.90879815206,360000.0,3.6799999999999997,24.531200000000016,1,0,2449,0.4595,222000,0.05664003257041252,0.55,0.9815644783775278,1,0,expected_profit,0.0,False,0.09050000000000002,0.9249244458071153
Q-21263,H1,H1,37.0,1,45.95,55.0,9.05,373248.0,448312.32000000007,75064.32000000007,373248.0,448312.32,75064.32,201740.544,171507.456,246571.776,5.66,98.16,92.49,9714.187893908593,242026.09669206064,232311.90879815206,360000.0,3.6799999999999997,24.531200000000016,1,0,2450,0.4595,222000,0.05664003257041252,0.55,0.9815644783775278,1,0,expected_profit,0.0,False,0.09050000000000002,0.9249244458071153
Q-21269,I1,I1,22.0,1,38.18,50.0,11.82,261144.0,322878.4416,61734.44160000002,261144.0,322878.4416,61734.44160000002,161439.2208,99704.77919999999,161439.2208,2.16,65.54,63.37,2157.2798547702223,105800.79183337926,103643.51197860904,240000.0,8.81,34.53268400000001,1,0,2451,0.3818,132000,0.021636674511287843,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,0.11820000000000003,0.6337232269370179
Q-21274,I1,I1,22.0,1,61.67,50.0,-11.67,421200.0,322891.92,-98308.08000000002,421200.0,322891.92,-98308.08000000002,161445.96,259754.04,161445.96,0.02,65.54,65.52,54.39471124042724,105805.2084348271,105750.81372358667,240000.0,75.5,34.53829999999999,1,0,2452,0.6167,132000,0.00020940852831558362,0.5,0.6553599014483057,1,0,expected_profit,0.0,False,-0.11670000000000003,0.6551504929199901
Q-21279,E1,E1,200.0,2,30.6,35.0,4.4,2439380.0,2604507.261538461,165127.26153846085,4878760.0,5209014.523076923,330254.52307692263,3385859.44,1492900.56,1823155.083076923,95.29,88.78,-6.51,1422598.9648718091,1618545.3610019085,195946.39613009943,2000000.0,21.969,30.225363076923045,0,1,2453,0.306,960000,0.9529093919502644,0.35,0.8877716306340235,1,0,expected_profit,0.0,False,0.043999999999999984,-0.06513776131624083
Q-21283,Q,Q,7.5,1,42.68,30.0,-12.68,260000.0,212902.85714285716,-47097.14285714284,260000.0,212902.85714285716,-47097.14285714284,149032.0,110968.0,63870.857142857145,0.19,76.38,76.2,208.48649575797037,48786.69359626085,48578.20710050288,130000.0,100.0,63.77142857142858,1,0,2454,0.4268,45000,0.0018787983541018165,0.3,0.7638333941118371,1,0,expected_profit,0.0,False,-0.12680000000000002,0.7619545957577354
Q-21304,A1,A1,15.0,1,26.82,45.0,18.18,214690.5,285655.4689090909,70964.96890909091,214690.5,285655.4689090909,70964.96890909091,157110.5079,57579.992099999996,128544.96100909091,89.82,74.62,-15.2,51718.14334539538,95914.28754387365,44196.14419847827,170000.0,26.288529411764706,68.03262877005348,0,1,2455,0.2682,90000,0.8981964300303436,0.45,0.7461536165318097,1,0,expected_profit,0.0,False,0.18180000000000002,-0.15204281349853388
Q-21304,I1,I1,22.0,2,26.82,45.0,18.18,248086.8,330090.76407272724,82003.96407272725,496173.6,660181.5281454545,164007.9281454545,363099.84048,133073.75952,297081.6876654545,95.51,59.27,-36.24,127094.50488679056,176084.91553289694,48990.41064610638,240000.0,3.3694999999999955,37.53781836363635,0,1,2456,0.2682,132000,0.9550681166987636,0.45,0.592715481444239,1,0,expected_profit,0.0,False,0.18180000000000002,-0.36235263525452455
Q-21304,Q,Q,7.5,1,26.82,20.0,-6.82,153140.0,140084.815,-13055.184999999998,153140.0,140084.815,-13055.184999999998,112067.852,41072.148,28016.963000000003,78.5,93.98,15.49,32239.710785305255,26330.540405309173,-5909.1703799960815,130000.0,17.8,7.757550000000002,0,1,2457,0.2682,45000,0.7849531216459693,0.2,0.9398070877742591,1,0,expected_profit,0.0,False,-0.06819999999999998,0.15485396612828983
Q-21321,N1,N1,75.0,1,34.28,50.0,15.72,678600.0,891951.84,213351.83999999997,678600.0,891951.8400000001,213351.84000000008,445975.92000000004,232624.08,445975.92000000004,5.28,84.45,79.17,12284.056079292306,376636.3439944218,364352.2879151295,830000.0,-18.24096385542169,7.464077108433731,1,0,2458,0.3428,375000,0.052806468183742225,0.5,0.8445217042086528,1,0,expected_profit,0.0,False,0.1572,0.7917152360249106
Q-21322,N1,N1,75.0,1,34.28,50.0,15.72,678600.0,891951.84,213351.83999999997,678600.0,891951.8400000001,213351.84000000008,445975.92000000004,232624.08,445975.92000000004,5.28,84.45,79.17,12284.056079292306,376636.3439944218,364352.2879151295,830000.0,-18.24096385542169,7.464077108433731,1,0,2459,0.3428,375000,0.052806468183742225,0.5,0.8445217042086528,1,0,expected_profit,0.0,False,0.1572,0.7917152360249106
Q-21323,N1,N1,75.0,1,34.28,50.0,15.72,678600.0,891951.84,213351.83999999997,678600.0,891951.8400000001,213351.84000000008,445975.92000000004,232624.08,445975.92000000004,5.28,84.45,79.17,12284.056079292306,376636.3439944218,364352.2879151295,830000.0,-18.24096385542169,7.464077108433731,1,0,2460,0.3428,375000,0.052806468183742225,0.5,0.8445217042086528,1,0,expected_profit,0.0,False,0.1572,0.7917152360249106
Q-21326,N1,N1,75.0,1,34.28,50.0,15.72,678600.0,891951.84,213351.83999999997,678600.0,891951.8400000001,213351.84000000008,445975.92000000004,232624.08,445975.92000000004,5.28,84.45,79.17,12284.056079292306,376636.3439944218,364352.2879151295,830000.0,-18.24096385542169,7.464077108433731,1,0,2461,0.3428,375000,0.052806468183742225,0.5,0.8445217042086528,1,0,expected_profit,0.0,False,0.1572,0.7917152360249106
