quote_id,product,gross_margin_rate,unit_price,qty,subtotal_price,energy_grant_amount,grant_ratio_to_subtotal,competitor_count_available,avg_competitor_price,price_gap_avg_competitor_pct,estimated_gross_profit,conversion_risk_score,conversion_risk_level,profitability_risk_score,profitability_risk_level,quote_review_flag,conversion_review_reasons,profitability_review_reasons,review_explanation,success,gross_margin_rate_pct,grant_ratio_to_subtotal_pct
Q-21908,A1,0.2666,218700.0,1,218700.0,90000,0.411522633744856,1,170000.0,28.65,58305.419999999984,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 28.6% above average competitor; product historical win rate is 19.0%.,0,26.66,41.15
Q-21911,A1,0.2666,218700.0,1,218700.0,90000,0.411522633744856,1,170000.0,28.65,58305.419999999984,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 28.6% above average competitor; product historical win rate is 19.0%.,0,26.66,41.15
Q-21912,Q,0.1324,166400.0,1,166400.0,45000,0.2704326923076923,1,130000.0,28.0,22031.359999999982,45.45,Medium,9.09,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,Low GMR,price is 28.0% above average competitor; grant ratio is 27.0%; product historical win rate is 10.3%.,0,13.24,27.04
Q-21921,I1,0.4103,273780.0,1,273780.0,132000,0.4821389436774052,1,240000.0,14.08,112331.934,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 14.1% above average competitor; product historical win rate is 22.9%.,0,41.03,48.21
Q-21923,H1,0.442,361584.0,1,361584.0,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 0.4% above average competitor.,0,44.2,61.4
Q-21939,I1,0.6191,421200.0,1,421200.0,132000,0.3133903133903133,1,240000.0,75.5,260764.92,90.91,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 75.5% above average competitor; GMR is 61.9%; grant ratio is 31.3%; product historical win rate is 22.9%.,0,61.91,31.34
Q-21955,H1,0.6541,355752.0,1,355752.0,222000,0.6240302233016258,1,360000.0,-1.18,232697.3832,27.27,Low,9.09,Low,No major pricing risk,High GMR; Very high GMR,Price lower than average competitor,GMR is 65.4%.,0,65.41,62.4
Q-21981,H1,0.6545000000000001,583200.0,1,583200.0,222000,0.3806584362139917,1,360000.0,62.0,381704.4,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 62.0% above average competitor; GMR is 65.5%; grant ratio is 38.1%.,0,65.45,38.07
Q-22008,H1,0.2796,280052.64,7,1960368.48,222000,0.1132440162473944,1,360000.0,-22.21,548119.0270080001,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 11.3%.,1,27.96,11.32
Q-22008,H1,0.2796,280052.64,2,560105.28,222000,0.3963540568658806,1,360000.0,-22.21,156605.43628800003,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,27.96,39.64
Q-22011,N1,0.3247,664000.0,1,664000.0,375000,0.5647590361445783,2,830000.0,-20.0,215600.8,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,32.47,56.48
Q-22034,A1,0.4532,285784.0,1,285784.0,90000,0.3149231587492652,1,170000.0,68.11,129517.30880000004,63.64,High,0.0,Low,Review required: high conversion risk,Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 68.1% above average competitor; grant ratio is 31.5%; product historical win rate is 19.0%.,1,45.32,31.49
Q-22038,I1,0.6167,421200.0,1,421200.0,132000,0.3133903133903133,1,240000.0,75.5,259754.04,77.27,High,0.0,Low,Review required: high conversion risk,High GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 75.5% above average competitor; GMR is 61.7%; grant ratio is 31.3%; product historical win rate is 22.9%.,0,61.67,31.34
Q-22076,H1,0.4685,379080.0,1,379080.0,222000,0.5856283634061412,1,360000.0,5.3,177598.98,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 5.3% above average competitor.,0,46.85,58.56
Q-22078,H1,0.4678,379080.0,1,379080.0,222000,0.5856283634061412,1,360000.0,5.3,177333.624,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 5.3% above average competitor.,0,46.78,58.56
Q-22079,H1,0.4678,379080.0,1,379080.0,222000,0.5856283634061412,1,360000.0,5.3,177333.624,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 5.3% above average competitor.,0,46.78,58.56
Q-22094,H1,0.6541,583200.0,1,583200.0,222000,0.3806584362139917,1,360000.0,62.0,381471.12,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 62.0% above average competitor; GMR is 65.4%; grant ratio is 38.1%.,0,65.41,38.07
Q-22106,D1,0.1987,2162000.0,3,6486000.0,960000,0.1480111008325624,1,2000000.0,8.1,1288768.2000000002,45.45,Medium,9.09,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,Low GMR,price is 8.1% above average competitor; grant ratio is 14.8%; product historical win rate is 21.4%.,1,19.87,14.8
Q-22115,N1,0.3325,668160.0,1,668160.0,375000,0.561242816091954,2,830000.0,-19.5,222163.2,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,33.25,56.12
Q-22116,W,0.1843,182700.0,1,182700.0,66000,0.361247947454844,0,,,33671.610000000015,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 36.1%; product historical win rate is 13.8%; no competitor price information is available.,0,18.43,36.12
Q-22118,I1,0.4103,273780.0,1,273780.0,132000,0.4821389436774052,1,240000.0,14.08,112331.934,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 14.1% above average competitor; product historical win rate is 22.9%.,0,41.03,48.21
Q-22121,I1,0.4103,273780.0,1,273780.0,132000,0.4821389436774052,1,240000.0,14.08,112331.934,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 14.1% above average competitor; product historical win rate is 22.9%.,0,41.03,48.21
Q-22126,H1,0.4329,355752.0,1,355752.0,222000,0.6240302233016258,1,360000.0,-1.18,154005.04080000002,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,43.29,62.4
Q-22135,W,0.4861,188500.0,1,188500.0,66000,0.3501326259946949,0,,,91629.85,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Low or no energy grant advantage; Product has historically low win rate; No competitor information available,No major flag,GMR is 48.6%; grant ratio is 35.0%; product historical win rate is 13.8%; no competitor price information is available.,0,48.61,35.01
Q-22152,W,0.2094,188500.0,1,188500.0,66000,0.3501326259946949,0,,,39471.9,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 35.0%; product historical win rate is 13.8%; no competitor price information is available.,0,20.94,35.01
Q-22169,H1,0.6545000000000001,583200.0,1,583200.0,222000,0.3806584362139917,1,360000.0,62.0,381704.4,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 62.0% above average competitor; GMR is 65.5%; grant ratio is 38.1%.,0,65.45,38.07
Q-22181,H1,0.442,361584.0,1,361584.0,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 0.4% above average competitor.,0,44.2,61.4
Q-22189,H1,0.4602,373248.0,1,373248.0,222000,0.5947788065843621,1,360000.0,3.68,171768.72960000002,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 3.7% above average competitor.,0,46.02,59.48
Q-22190,A,0.2613,112000.0,1,112000.0,38700,0.3455357142857143,1,10500.0,966.67,29265.59999999999,63.64,High,0.0,Low,Review required: high conversion risk,Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 966.7% above average competitor; grant ratio is 34.6%; product historical win rate is 13.0%.,0,26.13,34.55
Q-22207,H1,0.5196000000000001,370000.0,1,370000.0,222000,0.6,1,360000.0,2.78,192252.00000000003,36.36,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor,No major flag,price is 2.8% above average competitor; GMR is 52.0%.,1,51.96,60.0
Q-22207,H1,0.5196000000000001,370000.0,1,370000.0,222000,0.6,1,360000.0,2.78,192252.00000000003,36.36,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor,No major flag,price is 2.8% above average competitor; GMR is 52.0%.,1,51.96,60.0
Q-22209,A1,0.3015,229635.0,1,229635.0,90000,0.3919263178522438,1,170000.0,35.08,69234.95249999998,45.45,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 35.1% above average competitor; grant ratio is 39.2%; product historical win rate is 19.0%.,0,30.15,39.19
Q-22210,Q,0.0902,163800.0,1,163800.0,45000,0.2747252747252747,1,130000.0,26.0,14774.76000000001,45.45,Medium,27.27,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,Very low GMR; Low GMR,price is 26.0% above average competitor; grant ratio is 27.5%; product historical win rate is 10.3%.,0,9.02,27.47
Q-22212,N1,0.278,661000.0,4,2644000.0,375000,0.1418305597579425,2,830000.0,-20.36,735032.0,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 14.2%.,1,27.8,14.18
Q-22215,I1,0.4695,220000.0,1,220000.0,132000,0.6,1,240000.0,-8.33,103290.0,9.09,Low,9.09,Low,No major pricing risk,Product has historically low win rate,Price lower than average competitor,product historical win rate is 22.9%.,1,46.95,60.0
Q-22220,A1,0.3015,229635.0,1,229635.0,90000,0.3919263178522438,1,170000.0,35.08,69234.95249999998,45.45,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 35.1% above average competitor; grant ratio is 39.2%; product historical win rate is 19.0%.,0,30.15,39.19
Q-22226,I1,0.1464,189118.8,1,189118.8,132000,0.6979739719160655,1,240000.0,-21.2,27686.99231999999,9.09,Low,18.18,Low,No major pricing risk,Product has historically low win rate,Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,14.64,69.8
Q-22258,A1,0.5599000000000001,364500.0,1,364500.0,90000,0.2469135802469135,1,170000.0,114.41,204083.55,77.27,High,0.0,Low,Review required: high conversion risk,High GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 114.4% above average competitor; GMR is 56.0%; grant ratio is 24.7%; product historical win rate is 19.0%.,0,55.99,24.69
Q-22281,H1,0.4595,373248.0,1,373248.0,222000,0.5947788065843621,1,360000.0,3.68,171507.456,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 3.7% above average competitor.,0,45.95,59.48
Q-22286,H1,0.3278,300114.72,1,300114.72,222000,0.7397171321686588,1,360000.0,-16.63,98377.60521600004,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,32.78,73.97
Q-22293,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,0,,,140969.0,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Low or no energy grant advantage; Product has historically low win rate; No competitor information available,No major flag,GMR is 48.6%; grant ratio is 22.8%; product historical win rate is 13.8%; no competitor price information is available.,0,48.61,22.76
Q-22304,N1,0.5728,647280.0,1,647280.0,375000,0.5793474230626622,2,830000.0,-22.01,370761.984,13.64,Low,9.09,Low,No major pricing risk,High GMR,Price lower than average competitor,GMR is 57.3%.,0,57.28,57.93
Q-22305,W,0.1843,182700.0,1,182700.0,66000,0.361247947454844,0,,,33671.610000000015,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 36.1%; product historical win rate is 13.8%; no competitor price information is available.,0,18.43,36.12
Q-22307,W,0.1843,182700.0,1,182700.0,66000,0.361247947454844,0,,,33671.610000000015,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 36.1%; product historical win rate is 13.8%; no competitor price information is available.,0,18.43,36.12
Q-22326,A1,0.3215,233280.0,1,233280.0,90000,0.3858024691358024,1,170000.0,37.22,74999.51999999999,63.64,High,0.0,Low,Review required: high conversion risk,Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 37.2% above average competitor; grant ratio is 38.6%; product historical win rate is 19.0%.,0,32.15,38.58
Q-22328,H1,0.442,361584.0,1,361584.0,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 0.4% above average competitor.,0,44.2,61.4
Q-22332,I1,0.6167,256932.0,1,256932.0,132000,0.5137546121152679,1,240000.0,7.06,158449.9644,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor; Product has historically low win rate,No major flag,price is 7.1% above average competitor; GMR is 61.7%; product historical win rate is 22.9%.,0,61.67,51.38
Q-22337,W,0.1775,176900.0,1,176900.0,66000,0.3730921424533635,0,,,31399.75,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 37.3%; product historical win rate is 13.8%; no competitor price information is available.,0,17.75,37.31
Q-22343,W,0.1971,185600.0,1,185600.0,66000,0.355603448275862,0,,,36581.76000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 35.6%; product historical win rate is 13.8%; no competitor price information is available.,0,19.71,35.56
Q-22348,H1,0.2796,280052.64,2,560105.28,222000,0.3963540568658806,1,360000.0,-22.21,156605.43628800003,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,27.96,39.64
Q-22350,A1,0.3015,229635.0,1,229635.0,90000,0.3919263178522438,1,170000.0,35.08,69234.95249999998,45.45,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 35.1% above average competitor; grant ratio is 39.2%; product historical win rate is 19.0%.,0,30.15,39.19
Q-22352,Q,0.4268,260000.0,1,260000.0,45000,0.173076923076923,1,130000.0,100.0,110968.00000000004,63.64,High,0.0,Low,Review required: high conversion risk,Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 100.0% above average competitor; grant ratio is 17.3%; product historical win rate is 10.3%.,0,42.68,17.31
Q-22353,A1,0.3015,229635.0,1,229635.0,90000,0.3919263178522438,1,170000.0,35.08,69234.95249999998,45.45,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 35.1% above average competitor; grant ratio is 39.2%; product historical win rate is 19.0%.,0,30.15,39.19
Q-22357,I1,0.3915999999999999,265356.0,1,265356.0,132000,0.4974449418893863,1,240000.0,10.56,103913.40959999998,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 10.6% above average competitor; product historical win rate is 22.9%.,0,39.16,49.74
Q-22360,H1,0.2794999999999999,279994.32,3,839982.96,222000,0.2642910756189626,1,360000.0,-22.22,234775.23732,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 26.4%.,1,27.95,26.43
Q-22360,H1,0.2794999999999999,279994.32,2,559988.64,222000,0.3964366134284438,1,360000.0,-22.22,156516.82487999997,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,27.95,39.64
Q-22360,H1,0.2794999999999999,279994.32,3,839982.96,222000,0.2642910756189626,1,360000.0,-22.22,234775.23732,13.64,Low,9.09,Low,No major pricing risk,Low or no energy grant advantage,Price lower than average competitor,grant ratio is 26.4%.,1,27.95,26.43
Q-22360,H1,0.2794999999999999,279994.32,2,559988.64,222000,0.3964366134284438,1,360000.0,-22.22,156516.82487999997,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,27.95,39.64
Q-22361,W,0.2161,185600.0,1,185600.0,66000,0.355603448275862,0,,,40108.16,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 35.6%; product historical win rate is 13.8%; no competitor price information is available.,0,21.61,35.56
Q-22362,I1,0.4011,269568.0,1,269568.0,132000,0.4896723646723647,1,240000.0,12.32,108123.7248,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.3% above average competitor; product historical win rate is 22.9%.,0,40.11,48.97
Q-22363,W,0.1926999999999999,185600.0,1,185600.0,66000,0.355603448275862,0,,,35765.119999999995,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 35.6%; product historical win rate is 13.8%; no competitor price information is available.,1,19.27,35.56
Q-22366,H1,0.4234,349920.0,1,349920.0,222000,0.6344307270233196,1,360000.0,-2.8,148156.128,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,42.34,63.44
Q-22369,W,0.1971,185600.0,1,185600.0,66000,0.355603448275862,0,,,36581.76000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 35.6%; product historical win rate is 13.8%; no competitor price information is available.,0,19.71,35.56
Q-22371,H1,0.442,361584.0,1,361584.0,222000,0.6139652196999867,1,360000.0,0.44,159820.12799999997,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 0.4% above average competitor.,0,44.2,61.4
Q-22372,N1,0.308,647280.0,1,647280.0,375000,0.5793474230626622,2,830000.0,-22.01,199362.24000000005,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,30.8,57.93
Q-22382,H1,0.4595,373248.0,1,373248.0,222000,0.5947788065843621,1,360000.0,3.68,171507.456,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 3.7% above average competitor.,0,45.95,59.48
Q-22396,I1,0.4103,273780.0,1,273780.0,132000,0.4821389436774052,1,240000.0,14.08,112331.934,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 14.1% above average competitor; product historical win rate is 22.9%.,0,41.03,48.21
Q-22400,H1,0.2794999999999999,279994.32,1,279994.32,222000,0.7928732268568877,1,360000.0,-22.22,78258.41243999999,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,27.95,79.29
Q-22413,I1,0.4048,269568.0,1,269568.0,132000,0.4896723646723647,1,240000.0,12.32,109121.1264,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.3% above average competitor; product historical win rate is 22.9%.,0,40.48,48.97
Q-22422,N1,0.2698,639000.0,1,639000.0,375000,0.5868544600938967,2,830000.0,-23.01,172402.2,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,26.98,58.69
Q-22428,W,0.1712,179800.0,1,179800.0,66000,0.3670745272525028,0,,,30781.76000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 36.7%; product historical win rate is 13.8%; no competitor price information is available.,0,17.12,36.71
Q-22440,J1,0.515,938800.0,1,938800.0,181500,0.1933319130805283,1,620000.0,51.42,483482.0,77.27,High,0.0,Low,Review required: high conversion risk,High GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage; Product has historically low win rate,No major flag,price is 51.4% above average competitor; GMR is 51.5%; grant ratio is 19.3%; product historical win rate is 22.2%.,0,51.5,19.33
Q-22456,W,0.1971,185600.0,1,185600.0,66000,0.355603448275862,0,,,36581.76000000001,31.82,Medium,9.09,Low,Monitor: medium pricing risk,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,Low GMR,grant ratio is 35.6%; product historical win rate is 13.8%; no competitor price information is available.,0,19.71,35.56
Q-22464,I1,0.3954,265356.0,1,265356.0,132000,0.4974449418893863,1,240000.0,10.56,104921.7624,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 10.6% above average competitor; product historical win rate is 22.9%.,0,39.54,49.74
Q-22486,A1,0.2786,222345.0,1,222345.0,90000,0.404776361060514,1,170000.0,30.79,61945.31699999998,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 30.8% above average competitor; product historical win rate is 19.0%.,1,27.86,40.48
Q-22488,N1,0.5728,1044000.0,1,1044000.0,375000,0.3591954022988505,2,830000.0,25.78,598003.2,50.0,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor; Low or no energy grant advantage,No major flag,price is 25.8% above average competitor; GMR is 57.3%; grant ratio is 35.9%.,0,57.28,35.92
Q-22506,H1,0.6541,583200.0,1,583200.0,222000,0.3806584362139917,1,360000.0,62.0,381471.12,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 62.0% above average competitor; GMR is 65.4%; grant ratio is 38.1%.,0,65.41,38.07
Q-22510,A1,0.2786,222345.0,1,222345.0,90000,0.404776361060514,1,170000.0,30.79,61945.31699999998,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 30.8% above average competitor; product historical win rate is 19.0%.,0,27.86,40.48
Q-22523,I1,0.4048,269568.0,1,269568.0,132000,0.4896723646723647,1,240000.0,12.32,109121.1264,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 12.3% above average competitor; product historical win rate is 22.9%.,0,40.48,48.97
Q-22525,I1,0.6167,256932.0,1,256932.0,132000,0.5137546121152679,1,240000.0,7.06,158449.9644,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor; Product has historically low win rate,No major flag,price is 7.1% above average competitor; GMR is 61.7%; product historical win rate is 22.9%.,0,61.67,51.38
Q-22528,I1,0.6167,256932.0,1,256932.0,132000,0.5137546121152679,1,240000.0,7.06,158449.9644,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor; Product has historically low win rate,No major flag,price is 7.1% above average competitor; GMR is 61.7%; product historical win rate is 22.9%.,0,61.67,51.38
Q-22530,I1,0.1503999999999999,190003.32,1,190003.32,132000,0.6947247027051948,1,240000.0,-20.83,28576.499328000005,9.09,Low,18.18,Low,No major pricing risk,Product has historically low win rate,Low GMR; Price lower than average competitor,product historical win rate is 22.9%.,1,15.04,69.47
Q-22534,H1,0.2789999999999999,280052.64,1,280052.64,222000,0.7927081137317612,1,360000.0,-22.21,78134.68655999997,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,27.9,79.27
Q-22538,H1,0.4595,373248.0,1,373248.0,222000,0.5947788065843621,1,360000.0,3.68,171507.456,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 3.7% above average competitor.,0,45.95,59.48
Q-22540,H1,0.4595,373248.0,1,373248.0,222000,0.5947788065843621,1,360000.0,3.68,171507.456,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 3.7% above average competitor.,0,45.95,59.48
Q-22541,H1,0.4595,373248.0,1,373248.0,222000,0.5947788065843621,1,360000.0,3.68,171507.456,22.73,Low,0.0,Low,No major pricing risk,Price higher than average competitor,No major flag,price is 3.7% above average competitor.,0,45.95,59.48
Q-22551,H1,0.4336,355752.0,1,355752.0,222000,0.6240302233016258,1,360000.0,-1.18,154254.0672,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,43.36,62.4
Q-22555,H1,0.6545000000000001,583200.0,1,583200.0,222000,0.3806584362139917,1,360000.0,62.0,381704.4,81.82,High,0.0,Low,Review required: high conversion risk,High GMR; Very high GMR; Price higher than average competitor; Price much higher than average competitor; Low or no energy grant advantage,No major flag,price is 62.0% above average competitor; GMR is 65.5%; grant ratio is 38.1%.,0,65.45,38.07
Q-22557,H1,0.4329,355752.0,1,355752.0,222000,0.6240302233016258,1,360000.0,-1.18,154005.04080000002,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,43.29,62.4
Q-22560,I1,0.6167,294840.0,1,294840.0,132000,0.4477004477004477,1,240000.0,22.85,181827.828,45.45,Medium,0.0,Low,Monitor: medium pricing risk,High GMR; Price higher than average competitor; Product has historically low win rate,No major flag,price is 22.9% above average competitor; GMR is 61.7%; product historical win rate is 22.9%.,0,61.67,44.77
Q-22561,I1,0.3756,256932.0,1,256932.0,132000,0.5137546121152679,1,240000.0,7.06,96503.65920000002,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 7.1% above average competitor; product historical win rate is 22.9%.,0,37.56,51.38
Q-22563,I1,0.3717,256932.0,1,256932.0,132000,0.5137546121152679,1,240000.0,7.06,95501.6244,31.82,Medium,0.0,Low,Monitor: medium pricing risk,Price higher than average competitor; Product has historically low win rate,No major flag,price is 7.1% above average competitor; product historical win rate is 22.9%.,0,37.17,51.38
Q-22564,J1,0.2177,582056.0,1,582056.0,181500,0.3118256662589166,1,620000.0,-6.12,126713.59120000002,22.73,Low,18.18,Low,No major pricing risk,Low or no energy grant advantage; Product has historically low win rate,Low GMR; Price lower than average competitor,grant ratio is 31.2%; product historical win rate is 22.2%.,0,21.77,31.18
Q-22566,O1,0.2627,626400.0,1,626400.0,375000,0.5986590038314177,2,830000.0,-24.53,164555.27999999997,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,1,26.27,59.87
Q-22568,H1,0.4336,355752.0,1,355752.0,222000,0.6240302233016258,1,360000.0,-1.18,154254.0672,0.0,Low,9.09,Low,No major pricing risk,No major flag,Price lower than average competitor,No major pricing risk detected.,0,43.36,62.4
Q-22576,H1,0.1356,212700.0,1,212700.0,222000,1.0437235543018335,1,360000.0,-40.92,28842.119999999995,0.0,Low,18.18,Low,No major pricing risk,No major flag,Low GMR; Price lower than average competitor,No major pricing risk detected.,1,13.56,104.37
